year-week,year,week,insurance_visit,PM,temp,RH,children
2018-31,2018,31,941.0,15.072000000000001,29.20592000000001,76.89309,139527.0
2018-32,2018,32,834.0,15.072000000000001,29.20592000000001,76.89309,139527.0
2018-33,2018,33,778.0,15.072000000000001,29.20592000000001,76.89309,139527.0
2018-34,2018,34,655.0,15.072000000000001,29.20592000000001,76.89309,139527.0
2018-35,2018,35,517.0,16.836,28.17366,75.24175,139276.0
2018-36,2018,36,661.0,16.836,28.17366,75.24175,139276.0
2018-37,2018,37,703.0,16.836,28.17366,75.24175,139276.0
2018-38,2018,38,745.0,16.836,28.17366,75.24175,139276.0
2018-39,2018,39,763.0,16.836,28.17366,75.24175,139276.0
2018-40,2018,40,754.0,15.401,22.8838,74.84284000000002,138942.0
2018-41,2018,41,593.0,15.401,22.8838,74.84284000000002,138942.0
2018-42,2018,42,598.0,15.401,22.8838,74.84284000000002,138942.0
2018-43,2018,43,682.0,15.401,22.8838,74.84284000000002,138942.0
2018-44,2018,44,622.0,16.137999999999998,21.74791,81.88613000000002,138675.0
2018-45,2018,45,760.0,16.137999999999998,21.74791,81.88613000000002,138675.0
2018-46,2018,46,994.0,16.137999999999998,21.74791,81.88613000000002,138675.0
2018-47,2018,47,969.0,16.137999999999998,21.74791,81.88613000000002,138675.0
2018-48,2018,48,1119.0,16.224,18.45193,81.69434999999999,138348.0
2018-49,2018,49,1179.0,18.975,17.485129999999998,82.94091,138427.0
2018-50,2018,50,1395.0,17.516,17.525080000000006,86.59998,138466.0
2018-51,2018,51,1578.0,20.76,18.96735,80.30736999999998,138638.0
2018-52,2018,52,1677.0,20.897,23.20806,80.19472999999998,138839.0
2019-1,2019,1,1415.0,20.897,23.20806,80.19472999999998,138839.0
2019-2,2019,2,1592.0,20.897,23.20806,80.19472999999998,138839.0
2019-3,2019,3,1662.0,20.897,23.20806,80.19472999999998,138839.0
2019-4,2019,4,1486.0,20.897,23.20806,80.19472999999998,138839.0
2019-5,2019,5,1164.0,20.897,23.20806,80.19472999999998,138839.0
2019-6,2019,6,354.0,20.897,23.20806,80.19472999999998,138839.0
2019-7,2019,7,521.0,20.897,23.20806,80.19472999999998,138839.0
2019-8,2019,8,532.0,20.897,23.20806,80.19472999999998,138839.0
2019-9,2019,9,574.0,20.897,23.20806,80.19472999999998,138839.0
2019-10,2019,10,615.0,20.897,23.20806,80.19472999999998,138839.0
2019-11,2019,11,485.0,20.897,23.20806,80.19472999999998,138839.0
2019-12,2019,12,473.0,20.897,23.20806,80.19472999999998,138839.0
2019-13,2019,13,528.0,20.897,23.20806,80.19472999999998,138839.0
2019-14,2019,14,566.0,20.897,23.20806,80.19472999999998,138839.0
2019-15,2019,15,690.0,20.897,23.20806,80.19472999999998,138839.0
2019-16,2019,16,633.0,20.897,23.20806,80.19472999999998,138839.0
2019-17,2019,17,725.0,20.897,23.20806,80.19472999999998,138839.0
2019-18,2019,18,875.0,17.63,24.45734,77.89533999999998,138670.0
2019-19,2019,19,926.0,17.63,24.45734,77.89533999999998,138670.0
2019-20,2019,20,859.0,17.63,24.45734,77.89533999999998,138670.0
2019-21,2019,21,1069.0,17.63,24.45734,77.89533999999998,138670.0
2019-22,2019,22,1155.0,12.914000000000001,27.94263,77.0351,138766.0
2019-23,2019,23,1289.0,12.914000000000001,27.94263,77.0351,138766.0
2019-24,2019,24,1600.0,12.914000000000001,27.94263,77.0351,138766.0
2019-25,2019,25,1645.0,12.914000000000001,27.94263,77.0351,138766.0
2019-26,2019,26,1713.0,12.914000000000001,27.94263,77.0351,138766.0
2019-27,2019,27,1935.0,7.970999999999999,30.28009,71.95084999999997,138948.0
2019-28,2019,28,1854.0,7.970999999999999,30.28009,71.95084999999997,138948.0
2019-29,2019,29,1596.0,7.970999999999999,30.28009,71.95084999999997,138948.0
2019-30,2019,30,1529.0,7.970999999999999,30.28009,71.95084999999997,138948.0
2019-31,2019,31,1514.0,13.626,29.324690000000004,76.14242999999998,138864.0
2019-32,2019,32,1291.0,13.626,29.324690000000004,76.14242999999998,138864.0
2019-33,2019,33,1362.0,13.626,29.324690000000004,76.14242999999998,138864.0
2019-34,2019,34,1243.0,13.626,29.324690000000004,76.14242999999998,138864.0
2019-35,2019,35,1396.0,13.626,29.324690000000004,76.14242999999998,138864.0
2019-36,2019,36,1573.0,12.522,26.596190000000004,75.82347999999998,138995.0
2019-37,2019,37,1599.0,12.522,26.596190000000004,75.82347999999998,138995.0
2019-38,2019,38,1665.0,12.522,26.596190000000004,75.82347999999998,138995.0
2019-39,2019,39,1715.0,12.522,26.596190000000004,75.82347999999998,138995.0
2019-40,2019,40,1487.0,17.903,24.06251,72.18522999999998,139082.0
2019-41,2019,41,1429.0,17.903,24.06251,72.18522999999998,139082.0
2019-42,2019,42,1231.0,17.903,24.06251,72.18522999999998,139082.0
2019-43,2019,43,944.0,17.903,24.06251,72.18522999999998,139082.0
2019-44,2019,44,899.0,14.300999999999998,20.59198,75.47515,138969.0
2019-45,2019,45,824.0,14.300999999999998,20.59198,75.47515,138969.0
2019-46,2019,46,716.0,14.300999999999998,20.59198,75.47515,138969.0
2019-47,2019,47,689.0,14.300999999999998,20.59198,75.47515,138969.0
2019-48,2019,48,695.0,14.300999999999998,20.59198,75.47515,138969.0
2019-49,2019,49,699.0,14.09,17.648870000000006,78.97433000000002,139225.0
2019-50,2019,50,618.0,18.709,16.743290000000002,77.75233,138853.0
2019-51,2019,51,622.0,19.261,17.323829999999994,76.51669999999999,138656.0
2019-52,2019,52,783.0,18.983,19.67708,80.13351,138327.0
2020-1,2020,1,661.0,18.983,19.67708,80.13351,138327.0
2020-2,2020,2,684.0,18.983,19.67708,80.13351,138327.0
2020-3,2020,3,669.0,18.983,19.67708,80.13351,138327.0
2020-4,2020,4,495.0,18.983,19.67708,80.13351,138327.0
2020-5,2020,5,315.0,18.983,19.67708,80.13351,138327.0
2020-6,2020,6,266.0,18.983,19.67708,80.13351,138327.0
2020-7,2020,7,223.0,18.983,19.67708,80.13351,138327.0
2020-8,2020,8,194.0,18.983,19.67708,80.13351,138327.0
2020-9,2020,9,182.0,18.983,19.67708,80.13351,138327.0
2020-10,2020,10,140.0,18.983,19.67708,80.13351,138327.0
2020-11,2020,11,180.0,18.983,19.67708,80.13351,138327.0
2020-12,2020,12,165.0,18.983,19.67708,80.13351,138327.0
2020-13,2020,13,169.0,18.983,19.67708,80.13351,138327.0
2020-14,2020,14,122.0,17.448999999999998,19.96145,73.63646999999997,138100.0
2020-15,2020,15,97.0,17.448999999999998,19.96145,73.63646999999997,138100.0
2020-16,2020,16,119.0,17.448999999999998,19.96145,73.63646999999997,138100.0
2020-17,2020,17,100.0,17.448999999999998,19.96145,73.63646999999997,138100.0
2020-18,2020,18,97.0,12.671,26.11091,80.24323000000003,137364.0
2020-19,2020,19,90.0,12.671,26.11091,80.24323000000003,137364.0
2020-20,2020,20,122.0,12.671,26.11091,80.24323000000003,137364.0
2020-21,2020,21,104.0,12.671,26.11091,80.24323000000003,137364.0
2020-22,2020,22,130.0,12.671,26.11091,80.24323000000003,137364.0
2020-23,2020,23,142.0,8.001,29.50664,73.07925999999998,137097.0
2020-24,2020,24,125.0,8.001,29.50664,73.07925999999998,137097.0
2020-25,2020,25,154.0,8.001,29.50664,73.07925999999998,137097.0
2020-26,2020,26,147.0,8.001,29.50664,73.07925999999998,137097.0
2020-27,2020,27,187.0,,,,136617.0
2020-28,2020,28,162.0,,,,136617.0
2020-29,2020,29,144.0,,,,136617.0
2020-30,2020,30,141.0,,,,136617.0
2020-31,2020,31,86.0,,,,136196.0
2020-32,2020,32,158.0,,,,136196.0
2020-33,2020,33,155.0,,,,136196.0
2020-34,2020,34,158.0,,,,136196.0
2020-35,2020,35,155.0,,,,136196.0
2020-36,2020,36,161.0,,,,
2020-37,2020,37,135.0,,,,
2020-38,2020,38,192.0,,,,
